row_id,Prediction,spyplane
126,0.012334921,0
127,0.003196825,0
128,0.019436242,0
129,0.008165873,0
130,0.005931025,0
131,0.008726984,0
132,0.009542857,0
133,0.008952381,0
134,0.401699206,0
135,0.438764563,0
136,0.069116089,0
137,0.00324127,0
138,0.273115695,0
139,0.001088889,0
140,0.057243651,0
141,0.004593651,0
142,0.150562304,0
143,0.003822222,0
144,0.003254113,0
145,0.023919841,0
146,0.002233333,0
147,0.078883428,0
148,0,0
149,0.009094444,0
150,0.030323882,0
151,0.034323016,0
152,0.06070873,0
153,0.016720296,0
154,0.000666667,0
155,0.11882482,0
156,0.000733333,0
157,0.058874265,0
158,0.008695238,0
159,0.011705628,0
160,0.149743939,0
161,0.077219719,0
162,0.002855556,0
163,0.024378427,0
164,0.27620812,0
165,0.000952381,0
166,0.276232107,0
167,0.001085714,0
168,0.001444444,0
169,0.027334271,0
170,0.024325613,0
171,0.034306349,0
172,0.096690548,0
173,0.003885714,0
174,0.061343362,0
175,0.019635714,0
176,0.334262915,0
177,0.151157037,0
178,0.012406349,0
179,0.005498413,0
180,0.027919913,0
181,0.0004,0
182,0.002519048,0
183,0.145466994,0
184,0.002530159,0
185,0.001066667,0
186,0.013973882,0
187,0.004508802,0
188,0.014057143,0
189,0.00532619,0
190,0.015711328,0
191,0.017609596,0
192,0.3301835,0
193,0.000844444,0
194,0.009290476,0
195,0.011953175,0
196,0.005665079,0
197,0.002688095,0
198,0.004384921,0
199,0.067987252,0
200,0.005619841,0
201,0.005142857,0
202,0.003311905,0
203,0.000333333,0
204,0.018337302,0
205,0.002993651,0
206,0.246508153,0
207,0.06252381,0
208,0.011748413,0
209,0.001190476,0
210,0.008207937,0
211,0.047498413,0
212,0.008005556,0
213,0.002866667,0
214,0.025296032,0
215,0.003884921,0
216,0.005909668,0
217,0.104182418,0
218,0.000285714,0
219,0.009779365,0
220,0.006949206,0
221,0.132962193,0
222,0.006666667,0
223,0.034086386,0
224,0.105912121,0
225,0.100179365,0
226,0.001511111,0
227,0.024070779,0
228,0.030000072,0
229,0.0023,0
230,0.011163492,0
231,0.294131169,0
232,0.010229365,0
233,0.020704762,0
234,0.002522222,0
235,0.010030952,0
236,0.077383333,0
237,0.000472222,0
238,0.0004,0
239,0.013948629,0
240,0.035092063,0
241,0.123364036,0
242,0.044474603,0
243,0.027643867,0
244,0.107118942,0
245,0.001938095,0
246,0.0002,0
247,0.113385015,0
248,0.018612915,0
249,0.04675974,0
250,0.002180159,0
251,0.004005556,0
252,0.017819264,0
253,0.002666667,0
254,0.00222381,0
255,0.005552597,0
256,0.020981818,0
257,0.02189127,0
258,0.028465152,0
259,0.024357937,0
260,0.33419122,0
261,0.135474026,0
262,0.005307143,0
263,0.10614026,0
264,0.021575275,0
265,0.012525397,0
266,0.004240476,0
267,0.0023,0
268,0.074769048,0
269,0.040544444,0
270,0.00671746,0
271,0.002879365,0
272,0.009446032,0
273,0.257306854,0
274,0.000777778,0
275,0.030607359,0
276,0.006037446,0
277,0.000555556,0
278,0.002015873,0
279,0.021451804,0
280,0.008413492,0
281,0.047966667,0
282,0.002621429,0
283,0.002102381,0
284,0.018466667,0
285,0.01813254,0
286,0.033373016,0
287,0.074104978,0
288,0.05097114,0
289,0.023240476,0
290,0.015444444,0
291,0.044253125,0
292,0.029970635,0
293,0.000935714,0
294,0.105302525,0
295,0.048960317,0
296,0.001190476,0
297,0.004312698,0
298,0.002657143,0
299,0.018469048,0
300,0.006672222,0
301,0.101831241,0
302,0.004662698,0
303,0.007258802,0
304,0.04659127,0
305,0.137508297,0
306,0.000535714,0
307,0.011669841,0
308,0.047611783,0
309,0.030436508,0
310,0.029519264,0
311,0.001605556,0
312,0.041335137,0
313,0.01449127,0
314,0.054616089,0
315,0.34898799,0
316,0.01432619,0
317,0.06846912,0
318,0.073233333,0
319,0.0004,0
320,0.020305628,0
321,0.141213492,0
322,0.087272006,0
323,0.003979365,0
324,0.079888384,0
325,0.000972222,0
326,0.007280952,0
327,0.036660317,0
328,0.001285714,0
329,0.06783759,0
330,0.04215,0
331,0.074592158,0
332,0.030003968,0
333,0.0096,0
334,0.006469841,0
335,0.054624964,0
336,0.004238095,0
337,0.143731025,0
338,0.042783261,0
339,0.147042857,0
340,0.0005,0
341,0.367337845,0
342,0.015483333,0
343,0.251990515,0
344,0.001577778,0
345,0.0769,0
346,0.031044444,0
347,0.003443651,0
348,0.058384127,0
349,0.000916667,0
350,0.003022222,0
351,0.046394444,0
352,0.034652381,0
353,0.090771429,0
354,0.001866667,0
355,0.006608081,0
356,0.029365152,0
357,0.015111183,0
358,0.004242136,0
359,0.070801465,0
360,0.015593651,0
361,0.0354,0
362,0.004310317,0
363,0.008378716,0
364,0.008543651,0
365,0.040840476,0
366,0.023736508,0
367,0.036682756,0
368,0.124227778,0
369,0.068986941,0
370,0.003918254,0
371,0.011097619,0
372,0.021027056,0
373,0.01817381,0
374,0.004422294,0
375,0.001035714,0
376,0.001827778,0
377,0.009946032,0
378,0.00159127,0
379,0.022138095,0
380,0.014151587,0
381,0.009104762,0
382,0.002213492,0
383,0.025898413,0
384,0.011115079,0
385,0.058123543,0
386,0.00075,0
387,0.006384127,0
388,0.000333333,0
389,0.077263154,0
390,0.006461905,0
391,0.005306421,0
392,0.062337374,0
393,0.002057937,0
394,0.01941039,0
395,0.052127778,0
396,0.005568254,0
397,0.009024603,0
398,0.005807143,0
399,0.054622222,0
400,0.000844444,0
401,0.346935426,0
402,0.00125,0
403,0.003801587,0
404,0.005031746,0
405,0.197569142,0
406,0.04303189,0
407,0.059005556,0
408,0.001111111,0
409,0.003474603,0
410,0.002556421,0
411,0.007527778,0
412,0.004712698,0
413,0.010013492,0
414,0.075284921,0
415,0.030484127,0
416,0.001085714,0
417,0.093808874,0
418,0.009169048,0
419,0.006942063,0
420,0.005490476,0
421,0.000533333,0
422,0.001996032,0
423,0.043349084,0
424,0.014319048,0
425,0.002844444,0
426,0.010855628,0
427,0.024342063,0
428,0.003138889,0
429,0.010313492,0
430,0.171148557,0
431,0.097125147,0
432,0.040415945,0
433,0.038889466,0
434,0.033062843,0
435,0.021765079,0
436,0.265790693,0
437,0.015038889,0
438,0.008486508,0
439,0.03272482,0
440,0.093283911,0
441,0.000666667,0
442,0.004192857,0
443,0.001728716,0
444,0.046325758,0
445,0.045344322,0
446,0.002555556,0
447,0.016548413,0
448,0.000333333,0
449,0.019088961,0
450,0.016785592,0
451,0.006983405,0
452,0.065156133,0
453,0.005295238,0
454,0.016374603,0
455,0.033580231,0
456,0.022731962,0
457,0,0
458,0.117932756,0
459,0.15433658,0
460,0.0011,0
461,0.006042063,0
462,0.091058947,0
463,0.061292857,0
464,0.043450216,0
465,0.005940476,0
466,0.014804185,0
467,0.010235786,0
468,0.015594444,0
469,0.022614286,0
470,0.015136508,0
471,0.003507937,0
472,0.005134127,0
473,0.01928824,0
474,0.005149206,0
475,0.005588095,0
476,0.017765873,0
477,0.00124127,0
478,0.001407287,0
479,0.001979365,0
480,0.022806349,0
481,0.005952525,0
482,0.011223016,0
483,0.007319986,0
484,0.000333333,0
485,0.004030952,0
486,0.450353968,0
487,0.004553247,0
488,0.106002453,0
489,0.071453846,0
490,0.010017605,0
491,0.003661111,0
492,0.002566667,0
493,0.011979365,0
494,0.003272222,0
495,0.033057431,0
496,0.096567172,0
497,0.298704329,0
498,0.0006,0
499,0.001,0
500,0.033193001,0
501,0.002027778,0
502,0.002577778,0
503,0.000977778,0
504,0.075796703,0
505,0.000755556,0
506,0.001993651,0
507,0.003133333,0
508,0.001422222,0
509,0.024243651,0
510,0.002788095,0
511,0.020635786,0
512,0.019567605,0
513,0.025716667,0
514,0.008865079,0
515,0.010498557,0
516,0.016848485,0
517,0.002438095,0
518,0.005295238,0
519,0.001111111,0
520,0.002461977,0
521,0.029509524,0
522,0.032775685,0
523,0.011415873,0
524,0.0013,0
525,0.294026734,0
526,0.001590476,0
527,0.004468254,0
528,0.088580087,0
529,0.00165,0
530,0.036475275,0
531,0.025306804,0
532,0.038418254,0
533,0.002319913,0
534,0.000888889,0
535,0.001867532,0
536,0.010785859,0
537,0.010704762,0
538,0.624179582,1
539,0.017303175,0
540,0.194098701,0
541,0.024675275,0
542,0.096593329,0
543,0.001285714,0
544,0.037038889,0
545,0.037827056,0
546,0.012138095,0
547,0.004975469,0
548,0.003543651,0
549,0.003326984,0
550,0.040189105,0
551,0.077767677,0
552,0.049756566,0
553,0.00065,0
554,0.008970635,0
555,0.033467338,0
556,0.007678571,0
557,0.22298956,0
558,0.000689755,0
559,0.017734921,0
560,0.006965945,0
561,0.004052381,0
562,0.012951587,0
563,0.028565873,0
564,0.026593795,0
565,0.119060534,0
566,0,0
567,0.006204762,0
568,0.083904185,0
569,0.187070346,0
570,0.051736941,0
571,0.016515945,0
572,0.004454762,0
573,0.001911111,0
574,0.003002381,0
575,0.049069841,0
576,0.002946032,0
577,0.097279509,0
578,0.010678571,0
579,0.018157937,0
580,0.031014286,0
581,0.027928571,0
582,0,0
583,0.015762698,0
584,0.008329365,0
585,0.00902619,0
586,0.00257785,0
587,0.004410317,0
588,0.075049206,0
589,0.00533254,0
590,0.022878716,0
591,0.049871429,0
592,0.047951587,0
593,0.057684127,0
594,0.003528571,0
595,0.00302381,0
596,0.001349206,0
597,0.007653175,0
598,0.039097186,0
599,0.00919127,0
600,0.001019048,0
601,0.00746039,0
602,0.004019913,0
603,0.099420058,0
604,0.008037302,0
605,0.01437381,0
606,0.022344228,0
607,0.081277056,0
608,0.111972439,0
609,0.000333333,0
610,0.000872222,0
611,0.0004,0
612,0.003166667,0
613,0.041938961,0
614,0.00231746,0
615,0.078605844,0
616,0.000844444,0
617,0,0
618,0.007684127,0
619,0.001416667,0
620,0.054531385,0
621,0.002615873,0
622,0.012470635,0
623,0.072989394,0
624,0.00688254,0
625,0.00239127,0
626,0.041449878,0
627,0.002519048,0
628,0.00283824,0
629,0.001071429,0
630,0.022214286,0
631,0.002863492,0
632,0.004277778,0
633,0.002761111,0
634,0.022802381,0
635,0.066327994,0
636,0.01450363,0
637,0.000444444,0
638,0.000583333,0
639,0.003545238,0
640,0.011274603,0
641,0.003029365,0
642,0.015449278,0
643,0.008094444,0
644,0.012189683,0
645,0.002142857,0
646,0.004885714,0
647,0.139628571,0
648,0.006807143,0
649,0.043958392,0
650,0.122594228,0
651,0.006734921,0
652,0.019194444,0
653,0.002971429,0
654,0.107559596,0
655,0.060278788,0
656,0.006534127,0
657,0.021986508,0
658,0.015074603,0
659,0.042032973,0
660,0.020113492,0
661,0.274925147,0
662,0.11820404,0
663,0.004300866,0
664,0.023151804,0
665,0.007665079,0
666,0.025165152,0
667,0.004934199,0
668,0.009096032,0
669,0.069753175,0
670,0.001644444,0
671,0.024532756,0
672,0.033018687,0
673,0.014035714,0
674,0.003069048,0
675,0.030703846,0
676,0.010948413,0
677,0.001035714,0
678,0.015466667,0
679,0.055273377,0
680,0.030807814,0
681,0.004857937,0
682,0.005393651,0
683,0.018065079,0
684,0.001134199,0
685,0.031415873,0
686,0.000622222,0
687,0.00124127,0
688,0.00084127,0
689,0.013803175,0
690,0.428788961,0
691,0.002085714,0
692,0.003674603,0
693,0.032724409,0
694,0.002503968,0
695,0.000181818,0
696,0.268172983,0
697,0.026613492,0
698,0.00258355,0
699,0.035936508,0
700,0.017432612,0
701,0.002619048,0
702,0.003561111,0
703,0.004013492,0
704,0.049775036,0
705,0.150826984,0
706,0.012881746,0
707,0.007978571,0
708,0.003729365,0
709,0.203883372,0
710,0.015524675,0
711,0.00527381,0
712,0.194140876,0
713,0.003335714,0
714,0.143696104,0
715,0.147947514,0
716,0.040614791,0
717,0.026409163,0
718,0.040798052,0
719,0.00324127,0
720,0.011438167,0
721,0.005815873,0
722,0.005438095,0
723,0.22923456,0
724,0.014210534,0
725,0.002888889,0
726,0.014764286,0
727,0.011461111,0
728,0.098650216,0
729,0.008138889,0
730,0.070446825,0
731,0.006391342,0
732,0.018528211,0
733,0.014113564,0
734,0.093552309,0
735,0.055604762,0
736,0.011476984,0
737,0.001872222,0
738,0.003110317,0
739,0.062775613,0
740,0.001435714,0
741,0.025347908,0
742,0.004095238,0
743,0.223068132,0
744,0.002313492,0
745,0.115861006,0
746,0.009789683,0
747,0.17475545,0
748,0.331921107,0
749,0.035545238,0
750,0.0016,0
751,0.040556421,0
752,0.114389899,0
753,0.043604113,0
754,0.00907619,0
755,0.013355556,0
756,0.038179243,0
757,0.000222222,0
758,0.1949557,0
759,0.055916089,0
760,0.000571429,0
761,0.034135786,0
762,0.140240404,0
763,0.00827381,0
764,0.009192063,0
765,0.045808081,0
766,0.002895238,0
767,0.050259524,0
768,0.00289127,0
769,0.101037196,0
770,0.192504834,0
771,0.014446825,0
772,0.001202381,0
773,0.055484221,0
774,0.001424603,0
775,0.000685714,0
776,0.007239683,0
777,0.0012,0
778,0.003451587,0
779,0.038882612,0
780,0.033042735,0
781,0.026656349,0
782,0.0005,0
783,0.019292063,0
784,0.00781746,0
785,0,0
786,0.0002,0
787,0.131855578,0
788,0.179503319,0
789,0.139180952,0
790,0.066436169,0
791,0.025137973,0
792,0.004857143,0
793,0.028230159,0
794,0.046175275,0
795,0.01202381,0
796,0.087309524,0
797,0.003660317,0
798,0.00893254,0
799,0.020252525,0
800,0.004513492,0
801,0.117444589,0
802,0.010176984,0
803,0.003088095,0
804,0.1665221,0
805,0.03634697,0
806,0.009912771,0
807,0.1035829,0
808,0.021163492,0
809,0.065706421,0
810,0.000685714,0
811,0.002768398,0
812,0,0
813,0.004711905,0
814,0.021931818,0
815,0.002833333,0
816,0.021282035,0
817,0.009516667,0
818,0.016098413,0
819,0.002488889,0
820,0.001984127,0
821,0.188089466,0
822,0.034858081,0
823,0.003933333,0
824,0.017968254,0
825,0.00249127,0
826,0.02856912,0
827,0.029153968,0
828,0.007346032,0
829,0.003543651,0
830,0.001638095,0
831,0.00692381,0
832,0.078648629,0
833,0.01146746,0
834,0.04747785,0
835,0.010688961,0
836,0.06526039,0
837,0.0068,0
838,0.023848413,0
839,0.019521501,0
840,0.034019048,0
841,0.007530952,0
842,0.00075,0
843,0.026072222,0
844,0.001266667,0
845,0.000907937,0
846,0.102837518,0
847,0.010016667,0
848,0.001533333,0
849,0.001622222,0
850,0.000222222,0
851,0.001435859,0
852,0.001066667,0
853,0.0025,0
854,0.032946176,0
855,0.008780952,0
856,0.014824603,0
857,0.001888889,0
858,0.000793651,0
859,0.126464252,0
860,0.034886652,0
861,0.003485714,0
862,0.004538095,0
863,0.129446825,0
864,0.003768254,0
865,0.017038095,0
866,0.002866667,0
867,0.064170346,0
868,0.002824603,0
869,0.127703752,0
870,0.010975397,0
871,0.002688889,0
872,0.035822222,0
873,0.002769048,0
874,0.023086508,0
875,0.006280614,0
876,0.00717381,0
877,0.073865079,0
878,0.003533333,0
879,0.00519531,0
880,0.013078644,0
881,0.034377778,0
882,0.0005,0
883,0.296464791,0
884,0.00379127,0
885,0.007615873,0
886,0,0
887,0.063057504,0
888,0.002365079,0
889,0.019484127,0
890,0.00424127,0
891,0.014884127,0
892,0.01177785,0
893,0.001749206,0
894,0.0002,0
895,0.003990476,0
896,0.152749134,0
897,0.00105,0
898,0.119363203,0
899,0.01613254,0
900,0.00795873,0
901,0.435783694,0
902,0.021244444,0
903,0.001733333,0
904,0.053711905,0
905,0.010305556,0
906,0.002352381,0
907,0.012660317,0
908,0.000444444,0
909,0.005193651,0
910,0.015606227,0
911,0.018935592,0
912,0.002272222,0
913,0.01913153,0
914,0.002038095,0
915,0.042439033,0
916,0.092108802,0
917,0.016700072,0
918,0.007053247,0
919,0.073607359,0
920,0.007284127,0
921,0.02360873,0
922,0.001635714,0
923,0.054869408,0
924,0.027509668,0
925,0.003188095,0
926,0.005663636,0
927,0.000805556,0
928,0.007045238,0
929,0.044310317,0
930,0.190577744,0
931,0.043376984,0
932,0.002252381,0
933,0.006053968,0
934,0.009188889,0
935,0.031646032,0
936,0.048306782,0
937,0.149377778,0
938,0.002902381,0
939,0.15635303,0
940,0.082552597,0
941,0.342358802,0
942,0.020857143,0
943,0.083843651,0
944,0.001233333,0
945,0.014129365,0
946,0.020743723,0
947,0.016600794,0
948,0.003655556,0
949,0.011752381,0
950,0.004684127,0
951,0.00417619,0
952,0.051311927,0
953,0.002338889,0
954,0.000666667,0
955,0.053985065,0
956,0.005457143,0
957,0.005419841,0
958,0.008245238,0
959,0.004339683,0
960,0.088359307,0
961,0.006457143,0
962,0.018394444,0
963,0.000363636,0
964,0.019278716,0
965,0.002415873,0
966,0.00581746,0
967,0.034114502,0
968,0.004176984,0
969,0.012720635,0
970,0.005638095,0
971,0.003038095,0
972,0.009497619,0
973,0.000333333,0
974,0.00352381,0
975,0.0169,0
976,0.010484127,0
977,0.001785714,0
978,0.059114286,0
979,0.049607937,0
980,0.145029076,0
981,0.005209596,0
982,0.000583333,0
983,0.094412698,0
984,0.001022222,0
985,0.04712619,0
986,0.027329365,0
987,0.002205556,0
988,0.006296032,0
989,0.021773304,0
990,0.072906227,0
991,0.049061544,0
992,0.043272367,0
993,0.678059524,1
994,0.009075397,0
995,0.169403102,0
996,0.051627778,0
997,0.16251746,0
998,0.079633949,0
999,0.038841558,0
1000,0.022103175,0
1001,0.172841126,0
1002,0.002483333,0
1003,0.003563636,0
1004,0.082427201,0
1005,0.039190837,0
1006,0.263243257,0
1007,0.141194517,0
1008,0.045494517,0
1009,0.039708225,0
1010,0.021517821,0
1011,0.003620635,0
1012,0.110619481,0
1013,0.024324026,0
1014,0.048978571,0
1015,0.001666667,0
1016,0.000555556,0
1017,0.103144012,0
1018,0.070401299,0
1019,0.001272222,0
1020,0.15220812,0
1021,0.018996032,0
1022,0.02079127,0
1023,0.00287619,0
1024,0.059456494,0
1025,0.002077778,0
1026,0.008097619,0
1027,0.031235137,0
1028,0.004081746,0
1029,0.030705556,0
1030,0.001953247,0
1031,0.3727171,0
1032,0.059697619,0
1033,0.009644517,0
1034,0.14266746,0
1035,0.007470635,0
1036,0.009440548,0
1037,0.003371429,0
1038,0.222709524,0
1039,0.025140548,0
1040,0.046411783,0
1041,0.058907143,0
1042,0.04118254,0
1043,0.052304978,0
1044,0.001619048,0
1045,0.009730159,0
1046,0.154630375,0
1047,0.01060873,0
1048,0.018049278,0
1049,0.047715079,0
1050,0.027915873,0
1051,0.010787302,0
1052,0.005089827,0
1053,0.0009,0
1054,0.008038095,0
1055,0.002320635,0
1056,0.03125974,0
1057,0.188037374,0
1058,0.027858802,0
1059,0.004068254,0
1060,0.003272439,0
1061,0.006653968,0
1062,0.007443001,0
1063,0.002302381,0
1064,0.022867749,0
1065,0.006746032,0
1066,0.006350794,0
1067,0.012671429,0
1068,0.005184921,0
1069,0.267267893,0
1070,0.013826984,0
1071,0.005754762,0
1072,0.043242951,0
1073,0.003485714,0
1074,0.032754978,0
1075,0.238752814,0
1076,0.017907937,0
1077,0.002494444,0
1078,0.127620851,0
1079,0.038622439,0
1080,0.000333333,0
1081,0.014151732,0
1082,0.003488095,0
1083,0.151453574,0
1084,0.139339649,0
1085,0.017786508,0
1086,0.360756749,0
1087,0.016095671,0
1088,0.006659524,0
1089,0.009387302,0
1090,0.005325541,0
1091,0.026785931,0
1092,0.004552381,0
1093,0.001844444,0
1094,0.012443651,0
1095,0.020807504,0
1096,0.000507937,0
1097,0.00473189,0
1098,0.01924127,0
1099,0.056769769,0
1100,0.081613492,0
1101,0.004983478,0
1102,0.0004,0
1103,0.073444444,0
1104,0.006018254,0
1105,0.00075,0
1106,0.006353968,0
1107,0.062001587,0
1108,0.014496032,0
1109,0.002752381,0
1110,0.042296487,0
1111,0.03789127,0
1112,0.039068276,0
1113,0.016134993,0
1114,0.006249206,0
1115,0.325618654,0
1116,0.010496032,0
1117,0.077843795,0
1118,0.254756421,0
1119,0.199252886,0
1120,0.204257021,0
1121,0.033121068,0
1122,0.003259524,0
1123,0.009799784,0
1124,0.007218326,0
1125,0.120634632,0
1126,0.006079365,0
1127,0.533311039,1
1128,0.050059091,0
1129,0.084325397,0
1130,0.033709091,0
1131,0,0
1132,0.012046032,0
1133,0.159284921,0
1134,0.022836242,0
1135,0.022468254,0
1136,0.004633333,0
1137,0.030719192,0
1138,0.003581746,0
1139,0.002561111,0
1140,0.003115873,0
1141,0.011686508,0
1142,0.212661222,0
1143,0.001104762,0
1144,0.007443651,0
1145,0.001583333,0
1146,0.013069264,0
1147,0,0
1148,0.00254127,0
1149,0.008589683,0
1150,0.053224315,0
1151,0.021649084,0
1152,0.025034199,0
1153,0.039730952,0
1154,0.000507937,0
1155,0.039834632,0
1156,0.095679365,0
1157,0.001869048,0
1158,0.002266667,0
1159,0.004334921,0
1160,0.017943651,0
1161,0.024836508,0
1162,0.00084127,0
1163,0.007906349,0
1164,0.008307287,0
1165,0.00677619,0
1166,0.001688889,0
1167,0.007319841,0
1168,0.00281746,0
1169,0.183462843,0
1170,0.054156494,0
1171,0.080779243,0
1172,0.042871068,0
1173,0.002753247,0
1174,0.009538095,0
1175,0.00508254,0
1176,0.005649206,0
1177,0.066900505,0
1178,0.116151154,0
1179,0.137024603,0
1180,0.019653175,0
1181,0.003038889,0
1182,0.001177778,0
1183,0.180445671,0
1184,0.038384127,0
1185,0.013776046,0
1186,0.24003824,0
1187,0,0
1188,0.001821429,0
1189,0.009558153,0
1190,0.049109524,0
1191,0.002621429,0
1192,0.00084127,0
1193,0.011062698,0
1194,0.09499632,0
1195,0.256939072,0
1196,0.003069048,0
1197,0.021134127,0
1198,0.014146825,0
1199,0.013479365,0
1200,0.006383333,0
1201,0.00959127,0
1202,0.010512698,0
1203,0.000757937,0
1204,0.001452381,0
1205,0.015543001,0
1206,0.068934005,0
1207,0.006863492,0
1208,0.064528571,0
1209,0.005107143,0
1210,0.0005,0
1211,0.008893651,0
1212,0.005093795,0
1213,0.010806421,0
1214,0.018452381,0
1215,0.066565768,0
1216,0.009566811,0
1217,0.01362381,0
1218,0.026546248,0
1219,0.084935015,0
1220,0.001063492,0
1221,0.014193651,0
1222,0.002859524,0
1223,0.001133333,0
1224,0.03043658,0
1225,0,0
1226,0.020885664,0
1227,0.011370707,0
1228,0.00294127,0
1229,0.002373016,0
1230,0.00297381,0
1231,0.003142857,0
1232,0.001826263,0
1233,0.001622222,0
1234,0.00542619,0
1235,0.002052381,0
1236,0.025898557,0
1237,0.034457165,0
1238,0.243051987,0
1239,0.06026039,0
1240,0.007655628,0
1241,0.151900472,0
1242,0.0218057,0
1243,0.025411688,0
1244,0.005249206,0
1245,0.024217605,0
1246,0.033290909,0
1247,0.007688889,0
1248,0.032219192,0
1249,0.163556638,0
1250,0.004689755,0
1251,0.003279365,0
1252,0.004110317,0
1253,0.014974481,0
1254,0.092892063,0
1255,0.004407143,0
1256,0.004257143,0
1257,0.007776984,0
1258,0.044164286,0
1259,0.00797381,0
1260,0.060230159,0
1261,0.043409235,0
1262,0.006816667,0
1263,0.04078956,0
1264,0.010448413,0
1265,0.031854185,0
1266,0.002828571,0
1267,0.004938095,0
1268,0.0092,0
1269,0.072997763,0
1270,0.0325829,0
1271,0.015542136,0
1272,0.002707937,0
1273,0.025654762,0
1274,0.004096825,0
1275,0,0
1276,0.017422894,0
1277,0.012826263,0
1278,0.007648629,0
1279,0.005712698,0
1280,0.00125,0
1281,0.005294444,0
1282,0.003410317,0
1283,0.012024603,0
1284,0.018085714,0
1285,0.004288095,0
1286,0.005335714,0
1287,0.041253918,0
1288,0.164675613,0
1289,0.140252381,0
1290,0.057864164,0
1291,0.015718926,0
1292,0.005146032,0
1293,0.009421645,0
1294,0.02595,0
1295,0.042681962,0
1296,0.024973088,0
1297,0.008245455,0
1298,0.003316667,0
1299,0.138962193,0
1300,0.042601587,0
1301,0.029927922,0
1302,0.000981818,0
1303,0.179223954,0
1304,0.031094517,0
1305,0.001419913,0
1306,0.01147619,0
1307,0.002843651,0
1308,0.006620635,0
1309,0.004768254,0
1310,0.00435,0
1311,0.013436869,0
1312,0.057430231,0
1313,0.00025,0
1314,0.015788889,0
1315,0.027125541,0
1316,0.014073016,0
1317,0.0008,0
1318,0.004586508,0
1319,0.002634199,0
1320,0.006052381,0
1321,0.008261111,0
1322,0.015037302,0
1323,0.096058369,0
1324,0.050019048,0
1325,0.013546032,0
1326,0.024692929,0
1327,0.012857937,0
1328,0.001122222,0
1329,0.009796825,0
1330,0.147698235,0
1331,0.009924603,0
1332,0.01516746,0
1333,0.018635376,0
1334,0.027597619,0
1335,0.000285714,0
1336,0.010504545,0
1337,0.003561111,0
1338,0.00355,0
1339,0.001705556,0
1340,0.004148413,0
1341,0.004443651,0
1342,0.043353053,0
1343,0.03545,0
1344,0.002361111,0
1345,0.002554762,0
1346,0.000333333,0
1347,0.001888889,0
1348,0.025396825,0
1349,0.048016545,0
1350,0.052613492,0
1351,0.002511111,0
1352,0.024285714,0
1353,0.004207143,0
1354,0.059386797,0
1355,0.019628571,0
1356,0.004606349,0
1357,0.016136386,0
1358,0.040548413,0
1359,0.002002381,0
1360,0.004056421,0
1361,0.006247619,0
1362,0.004264358,0
1363,0.005815873,0
1364,0.110016739,0
1365,0.001349206,0
1366,0.025113492,0
1367,0.109261927,0
1368,0.019543651,0
1369,0.011663709,0
